site,trophic_category,species,trophic_level_fbase,size_max,guild,carbon,hydrogen,nitrogen,hydrogen_water,W,W_sd,W_compound,hydrogen_raw,kingdom,src_d15N_AQ_mu,src_d15N_TE_mu,percent_AQ_mu,percent_TE_mu,nitrogen_raw,trophic_level_N,trophic_level_N_scaling
Transition,F-Piscivore,L.cyanellus,3.5,12,Fish,-24.36269709,-87.09756551979106,4.2221130536930085,-17.17,0.173,0.122,0.4856384948675363,-95.43597847666666,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,15.96829049,1.241797956968532,1.2063180153408595
Transition,F-Piscivore,L.cyanellus,3.5,120,Fish,-25.360334603333335,-80.6706704131244,3.1644051086930096,-17.17,0.173,0.122,0.4856384948675363,-89.00908337,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,14.910582545,0.9307073849097087,0.9307073849097087
Transition,F-Piscivore,L.cyanellus,3.5,120,Fish,-25.360334603333335,-73.83173362312439,3.1644051086930096,-17.17,0.173,0.122,0.4856384948675363,-82.17014658,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,14.910582545,0.9307073849097087,0.9307073849097087
Transition,F-Piscivore,L.cyanellus,3.5,120,Fish,-25.360334603333335,-78.6249413531244,3.1644051086930096,-17.17,0.173,0.122,0.4856384948675363,-86.96335431,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,14.910582545,0.9307073849097087,0.9307073849097087
Transition,F-Piscivore,L.cyanellus,3.5,80,Fish,-25.93720219,-97.9550511431244,4.590526283693008,-17.17,0.173,0.122,0.4856384948675363,-106.2934641,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,16.33670372,1.3501547893214731,1.3115789381980023
Transition,F-Piscivore,L.cyanellus,3.5,80,Fish,-25.1796082,-98.9966184431244,5.076669353693009,-17.17,0.173,0.122,0.4856384948675363,-107.3350314,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,16.82284679,1.4931380452038263,1.4504769581980026
Transition,F-Piscivore,L.cyanellus,3.5,80,Fish,-27.59391872,-92.5063781431244,3.71262699369301,-17.17,0.173,0.122,0.4856384948675363,-100.8447911,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,15.45880443,1.0919491157920618,1.0607505696265742
Transition,F-Invertivore,L.gulosus,3.4,120,Fish,-26.233267425,-84.03851103329285,6.217942434332145,-17.17,0.173,0.122,0.475774783733672,-92.20756407,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,18.152889585,1.828806598332984,1.7765549812377557
Transition,F-Invertivore,L.gulosus,3.4,160,Fish,-25.77798257,-94.78365364829284,5.872364739332146,-17.17,0.173,0.122,0.475774783733672,-102.952706685,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,17.80731189,1.7271660998035723,1.6778184969520418
Transition,F-Invertivore,L.gulosus,3.4,80,Fish,-26.68855228,-105.52879626329285,6.563520129332145,-17.17,0.173,0.122,0.475774783733672,-113.6978493,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,18.49846728,1.9304470968623955,1.8752914655234698
Transition,F-Invertivore,L.macrochirus,3.2,12,Fish,-25.1286163,-93.21627078301589,4.432203939332145,-17.17,0.173,0.122,0.45547627646966393,-101.03679845,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,16.36715109,1.303589393921219,1.2663439826663272
Transition,F-Invertivore,L.macrochirus,3.2,12,Fish,-25.9923567,-93.21627078301589,4.948794389332144,-17.17,0.173,0.122,0.45547627646966393,-101.03679845,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,16.88374154,1.4555277615682776,1.4139412540948981
Transition,F-Invertivore,L.macrochirus,3.2,120,Fish,-24.50006304,-88.05502056301587,4.782348739332144,-17.17,0.173,0.122,0.45547627646966393,-95.87554823,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,16.71729589,1.406573158627101,1.3663853540948983
Transition,F-Invertivore,L.macrochirus,3.2,120,Fish,-25.156713875714285,-88.48045675301587,4.539639675046431,-17.17,0.173,0.122,0.45547627646966393,-96.30098442,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,16.474586825714287,1.3351881397195386,1.2970399071561232
Transition,F-Invertivore,L.macrochirus,3.2,120,Fish,-25.156713875714285,-105.18899343301588,4.539639675046431,-17.17,0.173,0.122,0.45547627646966393,-113.0095211,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,16.474586825714287,1.3351881397195386,1.2970399071561232
Transition,F-Invertivore,L.macrochirus,3.2,160,Fish,-25.10364067,-91.04480952301589,3.622303789332144,-17.17,0.173,0.122,0.45547627646966393,-98.86533719,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,15.55725094,1.0653834674506306,1.034943939809184
Transition,F-Invertivore,L.macrochirus,3.2,80,Fish,-24.73212823,-84.12407674301586,4.477874999332145,-17.17,0.173,0.122,0.45547627646966393,-91.94460441,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,16.41282215,1.3170220586271015,1.2793928569520414
Transition,F-Invertivore,L.macrochirus,3.2,80,Fish,-26.49395052,-91.46882463301588,7.146079889332143,-17.17,0.173,0.122,0.45547627646966393,-99.2893523,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,19.08102704,2.101788202744748,1.9850221914811508
Transition,F-Invertivore,L.macrochirus,3.2,80,Fish,-24.14624167,-104.15171383301586,2.3678719793321443,-17.17,0.173,0.122,0.45547627646966393,-111.9722415,Animal,16.539629825555554,9.32636498,0.36163682140066306,0.6383631785993369,14.30281913,0.6964329350976896,0.6964329350976896
Transition,I-NA,leaf,1,NA,Terrestrial,-32.20816565,-83.24548094782149,-0.38228369800000017,-17.17,0.173,0.122,0.17300157088983747,-86.21591792,Plant,16.539629825555554,9.32636498,0,1,8.944081282,0,0
Transition,I-NA,leaf,1,NA,Terrestrial,-31.86162883,-59.10571208782149,-5.673022407000001,-17.17,0.173,0.122,0.17300157088983747,-62.07614906,Plant,16.539629825555554,9.32636498,0,1,3.653342573,0,0
Transition,I-NA,leaf,1,NA,Terrestrial,-30.67528659,-97.7569200278215,-1.4266286300000006,-17.17,0.173,0.122,0.17300157088983747,-100.727357,Plant,16.539629825555554,9.32636498,0,1,7.89973635,0,0
Transition,I-Gatherer,Leptophlebiidae,2,NA,Invertebrate,-30.0134325,-106.00880952400836,4.018403873057245,-17.17,0.173,0.122,0.31607229912589563,-111.4357709,Animal,16.539629825555554,9.32636498,0.2714081763057697,0.7285918236942304,15.30250791,1.1818834920756605,1.1481153923020702
Transition,F-Piscivore,M.salmoides,3.8,120,Fish,-26.87899143,-100.72330331745664,10.69319496369301,-17.17,0.173,0.122,0.5141299698627473,-109.5509149,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,22.4393724,3.14505734226265,2.9703319343591694
Transition,F-Piscivore,M.salmoides,3.8,120,Fish,-26.36907239,-94.48037651745663,10.51051072369301,-17.17,0.173,0.122,0.5141299698627473,-103.3079881,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,22.25668816,3.0913266834391204,2.919586312136947
Transition,F-Piscivore,M.salmoides,3.8,120,Fish,-26.30975528,-94.40253221745662,9.907652713693013,-17.17,0.173,0.122,0.5141299698627473,-103.2301438,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,21.65383015,2.9140155040273568,2.7521257538036146
Transition,I-Predator,Nepidae,3,NA,Invertebrate,-26.57111812,-77.10180328205493,4.201517267816218,-17.17,0.173,0.122,0.4343917913771157,-84.56031034,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,15.09524202,1.235740372887123,1.200433505090348
Transition,I-Predator,Nepidae,3,NA,Invertebrate,-26.19656606,-83.19300149205492,3.196648697816217,-17.17,0.173,0.122,0.4343917913771157,-90.65150855,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,14.09037345,0.9401907934753579,0.9401907934753579
Transition,F-Herbivore,P.latipinna,2,40,Fish,-26.37011304,-105.14357772400838,7.387208001337095,-17.17,0.173,0.122,0.31607229912589563,-110.5705391,Animal,16.539629825555554,9.32636498,0.3895539604918643,0.6104460395081357,19.52352887,2.172708235687381,2.0520022225936376
Transition,F-Herbivore,P.latipinna,2,40,Fish,-24.36165644,-86.90671172400837,4.109040721337097,-17.17,0.173,0.122,0.31607229912589563,-92.3336731,Animal,16.539629825555554,9.32636498,0.3895539604918643,0.6104460395081357,16.24536159,1.2085413886285579,1.174011634667742
Transition,F-Herbivore,P.latipinna,2,40,Fish,-24.0328107,-89.45658448400837,4.368858321337095,-17.17,0.173,0.122,0.31607229912589563,-94.88354586,Animal,16.539629825555554,9.32636498,0.3895539604918643,0.6104460395081357,16.50517919,1.284958329805028,1.2482452346677415
Transition,F-Piscivore,P.olivaris,3.8,120,Fish,-26.38260086,-94.87335081745664,8.878531463693012,-17.17,0.173,0.122,0.5141299698627473,-103.7009624,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,20.6247089,2.611332783439121,2.4662587399147253
Transition,F-Piscivore,P.olivaris,3.8,160,Fish,-26.38260086,-94.87335081745664,8.878531463693012,-17.17,0.173,0.122,0.5141299698627473,-103.7009624,Animal,16.539629825555554,9.32636498,0.33546701918174465,0.6645329808182554,20.6247089,2.611332783439121,2.4662587399147253
Transition,I-Gatherer,Palaemonidae,2,NA,Invertebrate,-25.66961746,-87.04743588400838,6.8589043630572455,-17.17,0.173,0.122,0.31607229912589563,-92.47439726,Animal,16.539629825555554,9.32636498,0.2714081763057697,0.7285918236942304,18.1430084,2.0173248126638956,1.9596869608734988
Transition,I-Gatherer,Palaemonidae,2,NA,Invertebrate,-26.49062699,-99.27453992400838,7.543219863057246,-17.17,0.173,0.122,0.31607229912589563,-104.7015013,Animal,16.539629825555554,9.32636498,0.2714081763057697,0.7285918236942304,18.8273239,2.218594077369778,2.095338850849235
Transition,I-NA,periphyton,1,NA,Aquatic,-11.79371325,-123.2720315278215,-0.20495593555555305,-17.17,0.173,0.122,0.17300157088983747,-126.2424685,Plant,16.539629825555554,9.32636498,1,0,16.33467389,0,0
Transition,I-NA,periphyton,1,NA,Aquatic,-18.05531085,-136.9910124278215,-0.16029978555555502,-17.17,0.173,0.122,0.17300157088983747,-139.9614494,Plant,16.539629825555554,9.32636498,1,0,16.37933004,0,0
Transition,I-NA,periphyton,1,NA,Aquatic,-24.69362414,-127.3388837278215,-1.109242945555554,-17.17,0.173,0.122,0.17300157088983747,-130.3093207,Plant,16.539629825555554,9.32636498,1,0,15.43038688,0,0
Transition,I-NA,periphyton,1,NA,Aquatic,-15.87202487,-138.8622442278215,-1.373120185555555,-17.17,0.173,0.122,0.17300157088983747,-141.8326812,Plant,16.539629825555554,9.32636498,1,0,15.16650964,0,0
Transition,I-NA,periphyton,1,NA,Aquatic,-18.37791269,-119.2819540278215,0.1979643144444445,-17.17,0.173,0.122,0.17300157088983747,-122.252391,Plant,16.539629825555554,9.32636498,1,0,16.73759414,0.058224798366013096,0.058224798366013096
Transition,I-NA,periphyton,1,NA,Aquatic,-18.32483948,-129.1492251878215,-0.15624013555555294,-17.17,0.173,0.122,0.17300157088983747,-132.11966216,Plant,16.539629825555554,9.32636498,1,0,16.38338969,0,0
Transition,I-Herbivore,Thiaridae,2,NA,Invertebrate,-25.47429232,-128.18363872400838,4.148112315288191,-17.17,0.173,0.122,0.31607229912589563,-133.6106001,Animal,16.539629825555554,9.32636498,0.5999891515668426,0.4000108484331574,17.80235795,1.2200330339082917,1.1851749472251976
Transition,I-Predator,Veliidae,2,NA,Invertebrate,-28.57159102,-95.40582942400836,4.9350713278162175,-17.17,0.173,0.122,0.31607229912589563,-100.8327908,Animal,16.539629825555554,9.32636498,0.2172885379564997,0.7827114620435003,15.82879608,1.45149156700477,1.4100203793760622
Sub-Humid,F-Invertivore,A.natalis,3.33,120,Fish,-27.64076789,-86.92191941746938,7.723400720324495,-6.45,0.173,0.122,0.4687578546559083,-89.94540758,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,10.58817105,2.2715884471542633,2.145389088979026
Sub-Humid,F-Invertivore,A.natalis,3.33,120,Fish,-27.64076789,-83.17917676746939,7.723400720324495,-6.45,0.173,0.122,0.4687578546559083,-86.20266493,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,10.58817105,2.2715884471542633,2.145389088979026
Sub-Humid,F-Invertivore,A.natalis,3.33,120,Fish,-28.67112522,-78.36848808746939,6.2047143793244945,-6.45,0.173,0.122,0.4687578546559083,-81.39197625,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.069484709,1.824915993918969,1.7727755369498557
Sub-Humid,F-Invertivore,A.natalis,3.33,160,Fish,-28.21249327,-82.70964939946938,5.890595672324496,-6.45,0.173,0.122,0.4687578546559083,-85.733137562,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.755366002,1.7325281389189695,1.683027334949856
Sub-Humid,F-Invertivore,A.natalis,3.33,160,Fish,-27.47903657,-77.2971351874694,6.022088308324495,-6.45,0.173,0.122,0.4687578546559083,-80.32062335,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.886858638,1.7712024436248515,1.7205966595212843
Sub-Humid,F-Invertivore,A.natalis,3.33,160,Fish,-28.04252086,-82.28800831746939,6.110087226324495,-6.45,0.173,0.122,0.4687578546559083,-85.31149648,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.974857556,1.797084478330734,1.7457392075212843
Sub-Humid,F-Invertivore,A.natalis,3.33,160,Fish,-27.77777596,-82.12477856746939,5.974548663324494,-6.45,0.173,0.122,0.4687578546559083,-85.14826673,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.839318993,1.7572201950954396,1.7070139038069985
Sub-Humid,F-Invertivore,A.natalis,3.33,160,Fish,-27.83340329,-82.70964939946938,5.934089390324495,-6.45,0.173,0.122,0.4687578546559083,-85.733137562,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.79885972,1.7453204089189691,1.6954541115212842
Sub-Humid,F-Invertivore,A.natalis,3.33,160,Fish,-27.53878445,-69.66573239746938,6.095926481324495,-6.45,0.173,0.122,0.4687578546559083,-72.68922056,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.960696811,1.792919553330734,1.7416932803784273
Sub-Humid,F-Invertivore,A.natalis,3.33,200,Fish,-27.13291093,-94.72397148746938,6.595598498324495,-6.45,0.173,0.122,0.4687578546559083,-97.74745965,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.460368828,1.9398819112719103,1.8844567138069988
Sub-Humid,F-Invertivore,A.natalis,3.33,200,Fish,-27.69742536,-84.30612152746939,5.687287827324495,-6.45,0.173,0.122,0.4687578546559083,-87.32960969,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.552058157,1.672731713918969,1.62493937923557
Sub-Humid,F-Invertivore,A.natalis,3.33,80,Fish,-29.07265668,-88.22116223746939,6.019053863324496,-6.45,0.173,0.122,0.4687578546559083,-91.2446504,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.883824193,1.7703099598013223,1.7197296752355702
Sub-Humid,I-Predator,Coenagrionidae,3,NA,Invertebrate,-32.1682148,-98.2100327456176,3.925475598954525,-6.45,0.173,0.122,0.4343917913771157,-101.0118598,Animal,5.548216580083333,2.7229109916666667,0.4088672839903953,0.5911327160096047,7.803561613,1.154551646751331,1.12156445684415
Sub-Humid,I-Filterer,Corbiculidae,2,NA,Invertebrate,-32.90239165,-94.32006435063796,2.2860519778285022,-6.45,0.173,0.122,0.31607229912589563,-96.35873068,Animal,5.548216580083333,2.7229109916666667,0.20175662443094491,0.7982433755690551,5.578987088,0.6723682287730889,0.6723682287730889
Sub-Humid,I-Filterer,Corbiculidae,2,NA,Invertebrate,-32.29801192,-79.22191335063798,2.601960315828502,-6.45,0.173,0.122,0.31607229912589563,-81.26057968,Animal,5.548216580083333,2.7229109916666667,0.20175662443094491,0.7982433755690551,5.894895426,0.7652824458319124,0.7652824458319124
Sub-Humid,I-Filterer,Corbiculidae,2,NA,Invertebrate,-31.63556993,-88.51926400063797,2.943962838828502,-6.45,0.173,0.122,0.31607229912589563,-90.55793033,Animal,5.548216580083333,2.7229109916666667,0.20175662443094491,0.7982433755690551,6.236897949,0.8658714231848536,0.8658714231848536
Sub-Humid,I-Predator,Corduliidae,2,NA,Invertebrate,-31.77882925,-66.73955344063798,5.141417869954527,-6.45,0.173,0.122,0.31607229912589563,-68.77821977,Animal,5.548216580083333,2.7229109916666667,0.4088672839903953,0.5911327160096047,9.019503884,1.5121817264572137,1.468976534272722
Sub-Humid,I-Gatherer,Dogielinotidae,2,NA,Invertebrate,-32.85119485,-120.08261937063796,4.459442999529106,-6.45,0.173,0.122,0.31607229912589563,-122.1212857,Animal,5.548216580083333,2.7229109916666667,0.4643921380340013,0.5356078619659987,8.494403694,1.311600882214443,1.2741265712940302
Sub-Humid,I-Predator,Dytiscidae,3,NA,Invertebrate,-25.45290685,-102.0068238456176,3.3716886549545246,-6.45,0.173,0.122,0.4343917913771157,-104.8086509,Animal,5.548216580083333,2.7229109916666667,0.4088672839903953,0.5911327160096047,7.249774669,0.9916731338101543,0.9916731338101543
Sub-Humid,I-Predator,Dytiscidae,3,NA,Invertebrate,-38.04823004,-137.1767950456176,0.8778808859545251,-6.45,0.173,0.122,0.4343917913771157,-139.9786221,Animal,5.548216580083333,2.7229109916666667,0.4088672839903953,0.5911327160096047,4.7559669,0.25820026057486034,0.25820026057486034
Sub-Humid,F-Invertivore,E.gracile,3.2,80,Fish,-30.58363718,-83.24109514677068,5.767127155324495,-6.45,0.173,0.122,0.45547627646966393,-86.17891713,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.631897485,1.6962138692130868,1.6477506158069986
Sub-Humid,I-NA,Filamentous Algae,1,NA,Aquatic,-39.43910991,-145.87721416776054,-0.17731292708333335,-6.45,0.173,0.122,0.17300157088983747,-146.9930743,Plant,5.548216580083333,2.7229109916666667,1,0,5.370903653,0,0
Sub-Humid,I-NA,Filamentous Algae,1,NA,Aquatic,-30.82308491,-142.97153496776056,-2.6212732710833335,-6.45,0.173,0.122,0.17300157088983747,-144.0873951,Plant,5.548216580083333,2.7229109916666667,1,0,2.926943309,0,0
Sub-Humid,I-NA,Filamentous Algae,1,NA,Aquatic,-40.62202261,-135.51186346776055,-1.037187121083333,-6.45,0.173,0.122,0.17300157088983747,-136.6277236,Plant,5.548216580083333,2.7229109916666667,1,0,4.511029459,0,0
Sub-Humid,I-NA,Filamentous Algae,1,NA,Aquatic,-38.6102524,-141.05668446776056,0.6723610999166665,-6.45,0.173,0.122,0.17300157088983747,-142.1725446,Plant,5.548216580083333,2.7229109916666667,1,0,6.22057768,0.1977532646813725,0.1977532646813725
Sub-Humid,I-NA,Filamentous Algae,1,NA,Aquatic,-37.11012263,-172.58158796776056,0.091971518916667,-6.45,0.173,0.122,0.17300157088983747,-173.6974481,Plant,5.548216580083333,2.7229109916666667,1,0,5.640188099,0.027050446740196174,0.027050446740196174
Sub-Humid,I-NA,Filamentous Algae,1,NA,Aquatic,-40.30275897,-147.59977700776057,-1.3605324590833332,-6.45,0.173,0.122,0.17300157088983747,-148.71563714,Plant,5.548216580083333,2.7229109916666667,1,0,4.187684121,0,0
Sub-Humid,I-NA,C3 grass,1,NA,Terrestrial,-31.57007995,-67.80619395776056,-1.7880605676666668,-6.45,0.173,0.122,0.17300157088983747,-68.92205409,Plant,5.548216580083333,2.7229109916666667,0,1,0.934850424,0,0
Sub-Humid,I-NA,C3 grass,1,NA,Terrestrial,-30.60307952,-101.60125406776056,-1.4973557696666666,-6.45,0.173,0.122,0.17300157088983747,-102.7171142,Plant,5.548216580083333,2.7229109916666667,0,1,1.2255552220000001,0,0
Sub-Humid,I-NA,C3 grass,1,NA,Terrestrial,-31.7365879,-84.02416266776055,2.311213408333333,-6.45,0.173,0.122,0.17300157088983747,-85.1400228,Plant,5.548216580083333,2.7229109916666667,0,1,5.0341244,0.6797686495098038,0.6797686495098038
Sub-Humid,I-Predator,Gyrinidae,3,NA,Invertebrate,-28.62739821,-108.9626551456176,1.8246494839545253,-6.45,0.173,0.122,0.4343917913771157,-111.7644822,Animal,5.548216580083333,2.7229109916666667,0.4088672839903953,0.5911327160096047,5.702735498,0.5366616129278016,0.5366616129278016
Sub-Humid,F-Invertivore,L.auritus,3.2,120,Fish,-26.79090584,-79.28163421677067,5.287752510324495,-6.45,0.173,0.122,0.45547627646966393,-82.2194562,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.15252284,1.555221326566028,1.5107864315212842
Sub-Humid,F-Invertivore,L.auritus,3.2,120,Fish,-29.45071652,-96.00170944677068,6.583460716324495,-6.45,0.173,0.122,0.45547627646966393,-98.93953143,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.448231046,1.9363119753895575,1.8809887760927129
Sub-Humid,F-Invertivore,L.auritus,3.2,120,Fish,-25.98739991,-85.54181545677068,8.811755160324495,-6.45,0.173,0.122,0.45547627646966393,-88.47963744,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,11.67652549,2.5916926942130867,2.447709766756804
Sub-Humid,F-Invertivore,L.auritus,3.2,160,Fish,-28.20219191142857,-84.38519256677067,6.894419126753068,-6.45,0.173,0.122,0.45547627646966393,-87.32301455,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.759189456428572,2.027770331397961,1.9698340362151623
Sub-Humid,F-Invertivore,L.auritus,3.2,160,Fish,-27.05050007,-77.79911965677067,6.051421281324496,-6.45,0.173,0.122,0.45547627646966393,-80.73694164,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.916191611,1.7798297886248517,1.7289775089498558
Sub-Humid,F-Invertivore,L.auritus,3.2,80,Fish,-29.87513248,-89.09906975677067,6.614816653324496,-6.45,0.173,0.122,0.45547627646966393,-92.03689174,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.479586983,1.9455343098013225,1.8899476152355703
Sub-Humid,F-Invertivore,L.auritus,3.2,80,Fish,-29.53415752,-90.21199983677069,6.5713229353244955,-6.45,0.173,0.122,0.45547627646966393,-93.14982182,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.436093265,1.9327420398013222,1.8775208386641415
Sub-Humid,F-Invertivore,L.auritus,3.2,80,Fish,-28.72653104,-71.90471218677067,8.340404630324496,-6.45,0.173,0.122,0.45547627646966393,-74.84253417,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,11.20517496,2.4530601853895577,2.3167790639790264
Sub-Humid,F-Piscivore,L.cyanellus,3.5,100,Fish,-28.727046110000003,-87.6420281681044,7.393348162792355,-6.45,0.173,0.122,0.4856384948675363,-90.77439646,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,10.3954837675,2.1745141655271634,2.0537078229978762
Sub-Humid,F-Piscivore,L.cyanellus,3.5,120,Fish,-27.2153218,-84.1158636581044,6.322694660292354,-6.45,0.173,0.122,0.4856384948675363,-87.24823195,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,9.324830265,1.8596160765565748,1.8064841886549583
Sub-Humid,F-Piscivore,L.cyanellus,3.5,120,Fish,-30.23877042,-84.1158636581044,8.464001665292356,-6.45,0.173,0.122,0.4856384948675363,-87.24823195,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,11.46613727,2.489412254497752,2.351111573692321
Sub-Humid,F-Piscivore,L.cyanellus,3.5,160,Fish,-28.727046110000003,-80.5896991481044,7.393348162792355,-6.45,0.173,0.122,0.4856384948675363,-83.72206744,Animal,5.548216580083333,2.7229109916666667,0.09882988027410455,0.9011701197258954,10.3954837675,2.1745141655271634,2.0537078229978762
Sub-Humid,F-Invertivore,L.gulosus,3.4,120,Fish,-28.58643257,-77.11420242491782,6.956697507324495,-6.45,0.173,0.122,0.475774783733672,-80.18294978,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.821467837,2.0460875021542635,1.98762785923557
Sub-Humid,F-Invertivore,L.gulosus,3.4,120,Fish,-28.1960111,-80.68712018491782,6.607736280324495,-6.45,0.173,0.122,0.475774783733672,-83.75586754,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.47250661,1.9434518471542634,1.8879246515212844
Sub-Humid,F-Invertivore,L.gulosus,3.4,80,Fish,-29.46513842,-81.48842984491782,6.2001091083244955,-6.45,0.173,0.122,0.475774783733672,-84.5571772,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.064879438,1.8235615024483811,1.77145974523557
Sub-Humid,F-Invertivore,L.gulosus,3.4,80,Fish,-29.39611932,-78.15458595491782,6.537944035324495,-6.45,0.173,0.122,0.475774783733672,-81.22333331,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.402714365,1.9229247162719103,1.8679840100927128
Sub-Humid,F-Invertivore,L.gulosus,3.4,80,Fish,-28.544197,-77.51320846491782,6.6957351983244955,-6.45,0.173,0.122,0.475774783733672,-80.58195582,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.560505528,1.9693338818601458,1.9130671995212845
Sub-Humid,F-Invertivore,L.macrochirus,3.2,120,Fish,-24.89751621,-80.35885884677067,16.239066140324496,-6.45,0.173,0.122,0.45547627646966393,-83.29668083,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,19.10383647,4.776195923624852,4.273438457980131
Sub-Humid,F-Invertivore,L.macrochirus,3.2,120,Fish,-25.80506587,-80.35885884677067,5.932066427324495,-6.45,0.173,0.122,0.45547627646966393,-83.29668083,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,8.796836757,1.744725419801322,1.6948761220927129
Sub-Humid,F-Invertivore,L.macrochirus,3.2,120,Fish,-26.61372248,-77.97306651121512,6.271924317324496,-6.45,0.173,0.122,0.45547627646966393,-80.91088849444445,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.136694647,1.8446836227424988,1.7919783763784274
Sub-Humid,F-Invertivore,L.macrochirus,3.2,160,Fish,-27.4053818575,-73.97476214677067,8.891282917324496,-6.45,0.173,0.122,0.45547627646966393,-76.91258413,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,11.756053247,2.615083210977793,2.4698008103679157
Sub-Humid,F-Invertivore,L.macrochirus,3.2,160,Fish,-27.4053818575,-84.70505691677067,8.891282917324496,-6.45,0.173,0.122,0.45547627646966393,-87.6428789,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,11.756053247,2.615083210977793,2.4698008103679157
Sub-Humid,F-Invertivore,L.macrochirus,3.2,80,Fish,-28.94182943,-77.03985402677067,6.349808417324494,-6.45,0.173,0.122,0.45547627646966393,-79.97767601,Animal,5.548216580083333,2.7229109916666667,0.05021026348103379,0.9497897365189664,9.214578747,1.8675907109777925,1.814230976378427
